epoch,batch,encoded.0.weight,encoded.3.weight,encoded.6.weight,confidence.0.weight,confidence.3.weight,confidence.6.weight,bounding_box.0.weight,bounding_box.3.weight,bounding_box.6.weight,classes.0.weight,classes.3.weight,classes.6.weight
0,0,0.0004725392791442573,0.00021656131139025092,0.0002172563981730491,0.0003504018532112241,0.00023668305948376656,0.0012521716998890042,0.0005263963830657303,0.0006075933924876153,0.008831526152789593,0.00016245445294771343,0.0003698147484101355,0.0022270940244197845
0,1,0.0005114948144182563,0.0002322909131180495,0.00025220809038728476,0.00033629254903644323,0.00021249798010103405,0.0010290730278939009,0.000491044600494206,0.0005144074093550444,0.007065878715366125,0.00021369545720517635,0.0005007043946534395,0.002807376440614462
0,2,0.0005537070683203638,0.00024020775163080543,0.0002246436197310686,0.000332335737766698,0.00021817540982738137,0.00155268597882241,0.0004002121859230101,0.0004703284939751029,0.005675479769706726,0.00015742442337796092,0.00035794920404441655,0.00192929245531559
0,3,0.00045113349915482104,0.0002511958300601691,0.00022666744189336896,0.0003355579392518848,0.00018086643831338733,0.0009711136808618903,0.0002964133454952389,0.0004504164680838585,0.004200192168354988,0.00024200783809646964,0.0004582776455208659,0.0023163952864706516
0,4,0.00046256056521087885,0.00023700187739450485,0.00018182241183239967,0.00035478794598020613,0.0002398159704171121,0.001997891580685973,0.00024689524434506893,0.00036832859041169286,0.002975019160658121,0.00012198667536722496,0.000300016748951748,0.001202937914058566
0,5,0.000357410783180967,0.00023246929049491882,0.00019292473734822124,0.000361763930413872,0.00023557472741231322,0.0017982585122808814,9.106968354899436e-05,0.00010145184205612168,0.0027582943439483643,0.0001840891782194376,0.0002964471932500601,0.002273530000820756
0,6,0.0005752748693339527,0.0002711070410441607,0.0002664205967448652,0.0003957425069529563,0.00023213996610138565,0.0013529709540307522,7.108723366400227e-05,6.896533886902034e-05,0.0023316950537264347,0.0002032016491284594,0.00045170015073381364,0.0025719907134771347
0,7,0.0005895050708204508,0.0003787337045650929,0.00029591750353574753,0.00043565675150603056,0.00025947217363864183,0.0016289823688566685,9.905498882289976e-05,8.24449525680393e-05,0.0020681817550212145,0.0003393538063392043,0.0005905383732169867,0.002438641618937254
0,8,0.0009092523832805455,0.00045806102571077645,0.0003353400679770857,0.0004983824910596013,0.0002957600518129766,0.0018565170466899872,8.381074439967051e-05,0.00014324008952826262,0.0018236188916489482,0.00039440818363800645,0.0006538369343616068,0.003004765370860696
0,9,0.0008489738684147596,0.00045784650137647986,0.0003557527670636773,0.0005585290491580963,0.0003662768576759845,0.0023289211094379425,0.0001345574710285291,0.00020120682893320918,0.0016105073736980557,0.0003836490213871002,0.0006868506316095591,0.002929550828412175
