epoch,batch,encoded.0.weight,encoded.3.weight,encoded.6.weight,confidence.0.weight,confidence.3.weight,confidence.6.weight,bounding_box.0.weight,bounding_box.3.weight,bounding_box.6.weight,classes.0.weight,classes.3.weight,classes.6.weight
0,0,0.00011327761603752151,7.115246262401342e-05,6.98125222697854e-05,0.00020424598187673837,0.0001290135842282325,0.002562218811362982,0.00014037237269803882,0.00016202496772166342,0.0023550735786557198,7.254908268805593e-05,0.00015997776063159108,0.0008697084267623723
0,1,4.593386620399542e-05,2.3215858163894154e-05,3.0395529392990284e-05,6.515785935334861e-05,3.815805757767521e-05,0.0017506186850368977,9.662951924838126e-05,0.00010057676990982145,0.0012974926503375173,5.29475073562935e-05,0.0001321048621321097,0.0006966154323890805
0,2,1.9197610527044162e-05,1.371929010929307e-05,1.6990732547128573e-05,3.779693724936806e-05,3.009010833920911e-05,0.001539532095193863,2.777776899165474e-05,1.4570025996363256e-05,0.0007663164287805557,4.1538271034369245e-05,8.841962699079886e-05,0.0005125664174556732
0,3,2.1932552044745535e-05,1.5176755368884187e-05,1.7811409634305164e-05,3.6525208997773007e-05,2.235192368971184e-05,0.0011266747023910284,2.629469963721931e-05,1.623780553927645e-05,0.0005704226205125451,3.619572817115113e-05,8.270380203612149e-05,0.0004284846945665777
0,4,2.8684307835646905e-05,1.2666102520597633e-05,1.4970617485232651e-05,3.368837496964261e-05,1.756774145178497e-05,0.0007606067811138928,1.2042128219036385e-05,9.551848961564247e-06,0.00038514711195603013,2.20752481254749e-05,5.466111906571314e-05,0.00030574187985621393
0,5,2.8493797799455933e-05,1.4021346032677684e-05,1.6772328308434226e-05,4.0917624573921785e-05,2.083606341329869e-05,0.0010020785266533494,1.5153433196246624e-05,1.2344206879788544e-05,0.000383610837161541,1.7624204701860435e-05,3.922265750588849e-05,0.000277212995570153
0,6,3.1697971280664206e-05,1.5415736925206147e-05,1.6553465684410185e-05,3.503926200210117e-05,1.7372871297993697e-05,0.0006501009920611978,9.850445167103317e-06,8.26015730126528e-06,0.000279512838460505,1.736531157803256e-05,3.9980350265977904e-05,0.00023823911033105105
0,7,1.9651346519822255e-05,1.2616991625691298e-05,1.4665484741271939e-05,3.146257949993014e-05,1.652070932323113e-05,0.0006716727511957288,1.1055172763008159e-05,9.423506526218262e-06,0.00022791959054302424,1.9176934074494056e-05,3.704953633132391e-05,0.0001957316417247057
0,8,3.63932631444186e-05,1.6040330592659302e-05,1.644225267227739e-05,3.040692172362469e-05,1.667318429099396e-05,0.0005371924489736557,1.206202432513237e-05,9.69290795183042e-06,0.0001811110123526305,1.960406189027708e-05,3.0477945983875543e-05,0.00017678602307569236
0,9,2.9276061468408443e-05,1.3574454897025134e-05,1.2181563761259895e-05,3.0059018172323704e-05,1.7562440916663036e-05,0.0004255120875313878,1.466400226490805e-05,1.1877187716891058e-05,0.00014855724293738604,1.445537964173127e-05,2.8659032977884635e-05,0.0001316983689321205
0,10,3.350356564624235e-05,1.6182302715606056e-05,1.2617583706742153e-05,3.219845166313462e-05,1.8198483303422108e-05,0.0003267386928200722,1.2713256182905752e-05,9.851972208707593e-06,9.933607361745089e-05,1.2871521903434768e-05,3.392835787963122e-05,0.00016999726358335465
0,11,3.777744495891966e-05,2.521588612580672e-05,1.7945840227184817e-05,4.535747939371504e-05,2.233879240520764e-05,0.00024821425904519856,1.3823087101627607e-05,1.1486376024549827e-05,6.850161298643798e-05,1.5316039934987202e-05,3.4619901271071285e-05,0.00013117915659677237
0,12,4.087081833858974e-05,1.7089303582906723e-05,2.063703868770972e-05,4.9683512770570815e-05,3.166955866618082e-05,0.0005629959632642567,1.339752270723693e-05,1.2492427231336478e-05,0.0001131838362198323,1.3059245247859508e-05,3.225717227905989e-05,0.0001589242892805487
0,13,5.09355086251162e-05,3.352966814418323e-05,2.614371078379918e-05,7.426576485158876e-05,3.26339686580468e-05,0.000212106344406493,1.4892947547195945e-05,1.4135688616079278e-05,4.8715701268520206e-05,1.189687191072153e-05,2.5442426704103127e-05,0.00010484032100066543
