epoch,Train classes accuracy,Train classes precision,Train classes recall,Validation classes accuracy,Validation classes precision,Validation classes recall,Train confidence accuracy,Train confidence precision,Train confidence recall,Validation confidence accuracy,Validation confidence precision,Validation confidence recall,Validation mse loss,Validation bounding box iou,Train mse loss,Train bounding box iou
0,0.10663890816562573,0.2350242161611012,0.1633303808680248,0.09788208357183743,0.21536523929471033,0.152135231316726,0.2895919954027651,0.4491218872870249,0.4491218872870249,0.2869269949066214,0.44591029023746703,0.44591029023746703,0.06869567953404926,0.05715949781094899,0.06646575343357511,0.04854168374854398
1,0.1097437055436378,0.250709311323188,0.16330645161290322,0.10204081632653061,0.23529411764705882,0.15267175572519084,0.30112068105483686,0.46286356898226244,0.46286356898226244,0.29953302201467646,0.46098562628336753,0.46098562628336753,0.05857014246994541,0.10898932485259138,0.05692948230418814,0.09940299342375204
2,0.11046053372367977,0.2589757127771911,0.16150806717155086,0.10393258426966293,0.24406332453825857,0.15327257663628832,0.3035294117647059,0.4657039711191336,0.4657039711191336,0.3029045643153527,0.46496815286624205,0.46496815286624205,0.055435677039481344,0.1470693714520894,0.05395970637180719,0.13233973723219103
3,0.11491551974935661,0.27047669212536213,0.1665315388357386,0.10259301014656144,0.24561403508771928,0.14979423868312758,0.30320612711780115,0.4653233603012263,0.4653233603012263,0.30197772976566395,0.4638754148583099,0.4638754148583099,0.054857689291238784,0.17567619877994903,0.05289899360343634,0.16299608717840838
4,0.1177257525083612,0.27357512953367874,0.1712617580278949,0.10344827586206896,0.24663072776280323,0.15123966942148762,0.3039676756971584,0.4662196484811541,0.4662196484811541,0.3026730865017433,0.4646953861840428,0.4646953861840428,0.0537418407946825,0.20618583676516122,0.051684924322797594,0.19320669967726053
5,0.11963531243050923,0.27753417590920815,0.17374455029872438,0.10720268006700168,0.2532981530343008,0.156734693877551,0.30461253391569054,0.4669777822866998,0.4669777822866998,0.3034825870646766,0.46564885496183206,0.46564885496183206,0.052997025517480714,0.2161470804709409,0.050941486943917105,0.20234983279762497
6,0.11893880280905139,0.2742225648933436,0.1735806084268749,0.10686164229471316,0.2526595744680851,0.15625,0.3047735618115055,0.46716697936210133,0.46716697936210133,0.304059652029826,0.4663278271918678,0.4663278271918678,0.05292957053652832,0.21571995362417684,0.05079500646476286,0.20364396938358445
7,0.11976847729296528,0.27796435029708083,0.17385684278558733,0.10609480812641084,0.25336927223719674,0.15435139573070608,0.305049436195893,0.46749100491562356,0.46749100491562356,0.30429021036938875,0.4665989331978664,0.4665989331978664,0.05270486899784633,0.2209779343758488,0.050422568457672394,0.20567734144538283
8,0.12029323558813729,0.27698209718670075,0.17535621761658032,0.10585585585585586,0.249667994687915,0.15524360033030554,0.3049575023977246,0.46738304019463733,0.46738304019463733,0.3034825870646766,0.46564885496183206,0.46564885496183206,0.05298108704033352,0.218484019852199,0.050632765000484074,0.2081702751926629
9,0.12119528993556987,0.28046272493573265,0.1758826374334999,0.10553047404063205,0.25067024128686327,0.15416323165704865,0.3054857898215466,0.4680032401782098,0.4680032401782098,0.30509596293845137,0.46754563894523327,0.46754563894523327,0.05234631115127177,0.22614783853558557,0.049940508038523686,0.21274173475173583
