epoch,Train classes accuracy,Train classes precision,Train classes recall,Validation classes accuracy,Validation classes precision,Validation classes recall,Train confidence accuracy,Train confidence precision,Train confidence recall,Validation confidence accuracy,Validation confidence precision,Validation confidence recall,Validation confidence loss,Validation bounding box loss,Validation classes loss,Validation bounding box iou,Train confidence loss,Train bounding box loss,Train classes loss,Train bounding box iou
0,0.08207663782447466,0.1390284757118928,0.16691804927099044,0.08048048048048048,0.13521695257315844,0.16584158415841585,0.292342918715065,0.45242313705054715,0.45242313705054715,0.2903007772896249,0.4499738082765846,0.4499738082765846,3.306864277521769,2.955281281698318,2.424904601687477,0.0016522828439632404,3.1666356497500314,3.0036605610904923,2.3904798231929183,0.0014955287543967008
1,0.09102902374670185,0.160702943044675,0.17352537722908093,0.0843731431966726,0.15010570824524314,0.161547212741752,0.3033908979415957,0.4655409185697574,0.4655409185697574,0.3016295310941137,0.4634644864588656,0.4634644864588656,2.783092563606444,2.7796170298258462,2.386459085146586,0.005005093212440399,2.749025950948876,2.799921946353223,2.341291936047106,0.004330770111171506
2,0.09530617107457708,0.1692047377326565,0.17913121361397225,0.08257986738999397,0.14826839826839827,0.15711009174311927,0.3051413456769714,0.46759892587525964,0.46759892587525964,0.30278884462151395,0.4648318042813456,0.4648318042813456,2.616416044121697,2.663035592124576,2.3495471779505412,0.004903699741310751,2.5585476562201257,2.693112850189209,2.315548546342965,0.004476629169545619
3,0.10465652374366068,0.20177777777777778,0.17859952793076317,0.1,0.1922222222222222,0.17248255234297108,0.30564641358575345,0.4681917101067868,0.4681917101067868,0.3023255813953488,0.4642857142857143,0.4642857142857143,2.566245458296367,2.57954954964774,2.3299460756211055,0.005530671362205231,2.4614190653146033,2.596198245703456,2.291015380836395,0.004983586644899684
4,0.11134927797833935,0.22135007849293564,0.18304896142433236,0.1012514220705347,0.20578034682080926,0.16619981325863678,0.30601327477462603,0.468621997471555,0.468621997471555,0.3032514930325149,0.4653767820773931,0.4653767820773931,2.462719497680664,2.4931519821711947,2.318563832328433,0.007194507214312797,2.303013767104551,2.5186858205910188,2.273871479264225,0.006562852753741464
5,0.11360306547954468,0.22872702518720217,0.18414322250639387,0.10313390313390314,0.21194379391100704,0.16728280961182995,0.3067229662862044,0.4694537008987176,0.4694537008987176,0.30313588850174217,0.46524064171123,0.46524064171123,2.4837795454547518,2.4407167530059812,2.316901131811596,0.006486452779111763,2.31084919837584,2.4674571709460524,2.2615671818514906,0.005912814258474363
6,0.11548791405550582,0.2391102873030584,0.18259023354564755,0.11129568106312292,0.23103448275862068,0.17678100263852242,0.3073170731707317,0.4701492537313433,0.4701492537313433,0.3032514930325149,0.4653767820773931,0.4653767820773931,2.4741488950025468,2.3779126971108573,2.3011718790871756,0.007613127121696293,2.223462976245995,2.396592585437269,2.2481554215212904,0.006978738705167569
7,0.11523873270861222,0.23779926335174953,0.1827348310631523,0.11117287381878821,0.23228803716608595,0.1757469244288225,0.3071115360522238,0.4699086919235232,0.4699086919235232,0.30197772976566395,0.4638754148583099,0.4638754148583099,2.461571107648668,2.32326082047962,2.2920509903771538,0.008378326042466576,2.197694277188864,2.3418965138584733,2.2408358605511216,0.0077898571048919335
8,0.1178626971784048,0.25609461742698525,0.17922297297297296,0.10795770728992765,0.23832923832923833,0.16482582837723025,0.30679156908665106,0.46953405017921146,0.46953405017921146,0.30255728993689807,0.46455889852116267,0.46455889852116267,2.5012481743948802,2.28656254359654,2.2874810573032924,0.007685288185686139,2.217000818396189,2.2982446572866784,2.2315021135720863,0.006831006281616458
9,0.11931064958020327,0.25665399239543724,0.18230925050641458,0.11364872213159326,0.24358974358974358,0.17563025210084032,0.30895699066158094,0.4720659163987138,0.4720659163987138,0.30302024560238966,0.4651044319918492,0.4651044319918492,2.480440297070004,2.2518484814961752,2.2811213077817643,0.008555884369416162,2.1503945230001427,2.2542570987379693,2.224261763584183,0.007337485123089099
