epoch,Train classes accuracy,Train classes precision,Train classes recall,Validation classes accuracy,Validation classes precision,Validation classes recall,Train confidence accuracy,Train confidence precision,Train confidence recall,Validation confidence accuracy,Validation confidence precision,Validation confidence recall,Validation confidence loss,Validation bounding box loss,Validation classes loss,Validation bounding box iou,Train confidence loss,Train bounding box loss,Train classes loss,Train bounding box iou
0,0.12624191049129524,0.2937200116639716,0.1812678936605317,0.12453967191161701,0.290625,0.17893217893217894,0.3043017693695483,0.466612522524809,0.466612522524809,0.30438599700040236,0.4667115373829155,0.4667115373829155,0.3075828632143149,0.037343642718660565,2.205266669678865,0.2396524712438946,0.3066529373158491,0.03702946590094052,2.1866822509905015,0.2163505866016453
1,0.12641358869129046,0.28271677332177547,0.18610076192394187,0.12444966245964191,0.27986798679867986,0.18307426597582038,0.3043017693695483,0.466612522524809,0.466612522524809,0.30438599700040236,0.4667115373829155,0.4667115373829155,0.30519489692389556,0.036731115541437986,2.2049144206550575,0.23342490976520047,0.30403447305459197,0.036420700295706904,2.1861093070417024,0.21051597128759494
2,0.1262613607890481,0.29588704726826276,0.1804920141319744,0.12471247542971854,0.29284100952568004,0.1784560143626571,0.3043017693695483,0.466612522524809,0.466612522524809,0.30438599700040236,0.4667115373829155,0.4667115373829155,0.29844886624655104,0.03664433615928135,2.202541143374964,0.23911719576830087,0.29624913356989513,0.03620884123731327,2.184527655321556,0.216317826879736
3,0.12647149320235668,0.28773658283640136,0.1841105525970902,0.12448184901394298,0.2844976076555024,0.18121418993051322,0.30479425998762816,0.4671912949563683,0.4671912949563683,0.3047251099925656,0.46711005660694604,0.46711005660694604,0.2796751099891748,0.036102029262339144,2.199946019144985,0.22767131566376936,0.2771417233779863,0.03566477303682451,2.183681556571561,0.2055959144151167
4,0.12581418876675268,0.25945895259974683,0.19630726663237616,0.1240595218190938,0.25688073394495414,0.1935063241622115,0.30506092621067077,0.4675044974282312,0.4675044974282312,0.3051400730816078,0.46759743168582946,0.46759743168582946,0.27266290128247245,0.035551787933141156,2.1970653796727584,0.22587900170770045,0.2705978861171639,0.03501332783107345,2.1812356383733715,0.20190243553665174
5,0.1264804596393424,0.22023019473444402,0.22906063915274144,0.12424026491176594,0.21660333235895937,0.22562228819365152,0.30604764813683566,0.4686623012160898,0.4686623012160898,0.30595162781643875,0.4685497093456551,0.4685497093456551,0.260191604352072,0.03439533592464541,2.1820596100120184,0.2346234580289049,0.2575411225388895,0.033865825031474506,2.169655947969834,0.20922535980952933
6,0.1451960269583945,0.2959573678118243,0.2218093725958784,0.14405314047637766,0.29388180578943146,0.22030536186583313,0.30553857439784815,0.46806518074545794,0.46806518074545794,0.30540234503415276,0.46790531087357995,0.46790531087357995,0.25974913771339875,0.03436982963960856,2.115483255485652,0.22553521991647504,0.2564289467307159,0.03385726149204152,2.109826128898091,0.20545984267389875
7,0.16558319726580328,0.3262920180662696,0.251602662886026,0.16284968295412158,0.3214075382803298,0.24818099135970895,0.3071480848987558,0.46995147443075774,0.46995147443075774,0.307308425513314,0.47013913398844576,0.47013913398844576,0.2445197884994647,0.03302842950835759,2.006736117912332,0.24393929329999456,0.24098693237307592,0.032663076215318144,2.0001976003600386,0.22119437659048133
8,0.18579977450781995,0.33071473902677484,0.2977622658409649,0.18455936936618472,0.3284887378885114,0.29637829246139874,0.310324458606669,0.4736604839638755,0.4736604839638755,0.3104315242354648,0.47378518983138396,0.47378518983138396,0.2329246808590849,0.032226309431374625,1.8669343911050755,0.2533730727473369,0.2296217786699497,0.03189280623486141,1.874399496634898,0.2308224993740888
9,0.2108189954304976,0.3685827739434622,0.3299991535227561,0.20773624611684538,0.3643447184955182,0.32582385917116363,0.31141364001245064,0.47492816989381637,0.47492816989381637,0.31095624026185786,0.4743960640513,0.4743960640513,0.21707723628558215,0.03163998451855854,1.706544456087171,0.2486694113997656,0.21194698502753162,0.031215940706486315,1.7304700973118121,0.22597363665609208
