epoch,Train classes accuracy,Train classes precision,Train classes recall,Validation classes accuracy,Validation classes precision,Validation classes recall,Train confidence accuracy,Train confidence precision,Train confidence recall,Validation confidence accuracy,Validation confidence precision,Validation confidence recall,Validation confidence loss,Validation bounding box loss,Validation classes loss,Validation bounding box iou,Train confidence loss,Train bounding box loss,Train classes loss,Train bounding box iou
0,0.12427573326732896,0.2989526103548134,0.17538901238488408,0.12054999376895277,0.29301292407108237,0.169995899478648,0.3049529050693195,0.4673776408093751,0.4673776408093751,0.3050469612250119,0.4674880985718286,0.4674880985718286,0.2932391929190881,0.04748599506663076,2.2200499367386275,0.14029349668667443,0.2926904400685818,0.04748423258239692,2.1911733191138207,0.12802091583918132
1,0.1286859976767045,0.30177065325580177,0.18324823845652208,0.12644672350591046,0.2983479105928086,0.1799636555483909,0.30623091524304696,0.46887715130531477,0.46887715130531477,0.30620485004743025,0.46884659789207106,0.46884659789207106,0.26983082900705346,0.04057536714764103,2.194836172193619,0.19047721881798219,0.2688995315698991,0.04069072271308132,2.1656471158351738,0.17352062931123227
2,0.14232640044668263,0.31368326391518364,0.20668953687821612,0.137354969897532,0.3058144695960941,0.19958287468860436,0.3072188873175829,0.470034345889841,0.470034345889841,0.3071317528177225,0.46993235709507175,0.46993235709507175,0.2682518236953705,0.03940092098430716,2.1479394764038275,0.2245366401919413,0.26595163996922405,0.03936511058537301,2.1193408531916127,0.2020121468877676
3,0.15895376377304088,0.33590842817661526,0.23179613472887542,0.15225125282123866,0.32593563180738677,0.2222222222222222,0.3081812765201018,0.4711598951177409,0.4711598951177409,0.3078295053325083,0.4707486779849708,0.4707486779849708,0.25581558213113814,0.03835632073683313,2.0742052832787876,0.20929360428345256,0.2525129592665511,0.03829907562161697,2.0509305807617784,0.1907607029293109
4,0.17656692416215308,0.3339428656727558,0.2725500647224549,0.16758170897969712,0.31958400674583654,0.2605407882676444,0.30912964010046157,0.4722674220052633,0.4722674220052633,0.3085593774998182,0.47160164499277535,0.47160164499277535,0.24456123754409168,0.037515130387562975,1.9867833566446655,0.20360183946305044,0.23746608878314568,0.03727703962370699,1.9608079836807064,0.18744261359544095
5,0.1909160232580307,0.35560329522050993,0.291904102601472,0.18386351519459748,0.34433868068960927,0.28290948865190046,0.309150079715981,0.47229127432517265,0.47229127432517265,0.30814009896187056,0.4711117703775124,0.4711117703775124,0.24938333160283435,0.03708082162340195,1.8892825420539971,0.2170961725640096,0.2408184722592276,0.03671910147093028,1.8680554365559996,0.20155737335803883
6,0.20309278350515464,0.37028210851360194,0.31024930747922436,0.1958106899635413,0.3590212524437157,0.3010576414595452,0.3109621153751578,0.47440290108790795,0.47440290108790795,0.3100478931836873,0.47333825701624815,0.47333825701624815,0.2303130505703504,0.035368040305885036,1.7969730016371217,0.2195970839084891,0.22259722996716377,0.035034658201265716,1.776661239791294,0.20235655064741093
7,0.21238819200085954,0.3733415175409604,0.33004967232959054,0.20299360914900774,0.3604060913705584,0.3172975814931651,0.31184654728108,0.47543144116575226,0.47543144116575226,0.3107481152136091,0.4741538234643463,0.4741538234643463,0.22108694298248102,0.03457461641285798,1.7352074696159332,0.22772197663656477,0.21179819805831188,0.034253230180033234,1.7124068449533814,0.21001402181590229
8,0.21847329585382994,0.3775827779380285,0.34143763213530653,0.20897151741704986,0.3647439228592875,0.3285483954855152,0.31276467029643074,0.47649769585253454,0.47649769585253454,0.3116795366795367,0.4752373243064243,0.4752373243064243,0.2139935742658104,0.033991098318810836,1.685037071787499,0.23158000324102096,0.2041816357046765,0.03353778118592087,1.6618613345904705,0.2150652458512391
9,0.2236005998977053,0.38502761606209884,0.34782081018393657,0.21382416291364795,0.37239968170967375,0.3342857142857143,0.31387080555537417,0.477780317864207,0.477780317864207,0.3129975071954142,0.4767678620563148,0.4767678620563148,0.20745458229037084,0.03336938613410381,1.6415273281017506,0.24306490024695093,0.1975384066187653,0.03301301889402858,1.6161342504979923,0.224497666693634
