epoch,batch,encoded.0.weight,encoded.1.weight,encoded.4.weight,encoded.5.weight,encoded.8.weight,encoded.9.weight,encoded.12.weight,confidence.0.weight,confidence.3.weight,confidence.4.weight,confidence.7.weight,confidence.8.weight,bounding_box.0.weight,bounding_box.3.weight,bounding_box.4.weight,bounding_box.7.weight,bounding_box.8.weight,classes.0.weight,classes.3.weight,classes.4.weight,classes.7.weight,classes.8.weight
0,0,0.00941837765276432,0.34917178750038147,0.19709891080856323,0.19728991389274597,0.09921801835298538,0.12700936198234558,0.0646556094288826,0.24284431338310242,0.11858364939689636,0.11361680924892426,0.058580432087183,0.4535640478134155,0.1700810343027115,0.1155896708369255,0.131785050034523,0.12727364897727966,0.19365525245666504,0.033919647336006165,0.015651853755116463,0.0286041721701622,0.01669110730290413,0.02915310487151146
0,1,0.000755280489102006,0.007344157434999943,0.1024414449930191,0.08833161741495132,0.06524542719125748,0.05443740636110306,0.03353307023644447,0.05577482283115387,0.0379655696451664,0.07804276049137115,0.02882557362318039,0.2523036003112793,0.06974345445632935,0.025845706462860107,0.1267310529947281,0.1473821997642517,0.22019606828689575,0.028487397357821465,0.01656549982726574,0.024456992745399475,0.017985742539167404,0.029941195622086525
0,2,0.000249975360929966,0.0026936631184071302,0.02086724527180195,0.021182408556342125,0.029039086773991585,0.02250443771481514,0.020872004330158234,0.025915559381246567,0.08357377350330353,0.07586538791656494,0.058431655168533325,0.6849371790885925,0.0381118506193161,0.040334053337574005,0.07280787825584412,0.09235423058271408,0.19406841695308685,0.019499579444527626,0.013314886949956417,0.024611497297883034,0.013571687042713165,0.026562970131635666
0,3,0.002351724775508046,0.004404103383421898,0.061164285987615585,0.03683279827237129,0.04772134870290756,0.03601369261741638,0.030135031789541245,0.07406767457723618,0.14384737610816956,0.12202150374650955,0.06325393170118332,0.6072524785995483,0.020896295085549355,0.07043150067329407,0.08073435723781586,0.05018578842282295,0.10680663585662842,0.018700163811445236,0.01635531522333622,0.022866325452923775,0.014982650056481361,0.0287834070622921
0,4,0.010046130046248436,0.003203999949619174,0.05392507091164589,0.02870030887424946,0.037941813468933105,0.024303028360009193,0.02074945718050003,0.05213204398751259,0.2299487143754959,0.10638120770454407,0.13281261920928955,0.9883882403373718,0.01370991114526987,0.02959311380982399,0.0610753633081913,0.1060653030872345,0.14870993793010712,0.0170369241386652,0.014544935896992683,0.019102217629551888,0.02074810303747654,0.029150772839784622
0,5,0.03063238598406315,0.002942505292594433,0.04381465166807175,0.02412138320505619,0.03738667443394661,0.02244790643453598,0.02633151412010193,0.04460381716489792,0.08907321095466614,0.06490397453308105,0.057519275695085526,0.3584274351596832,0.01113167405128479,0.02748701721429825,0.03971567004919052,0.04638100787997246,0.09937170147895813,0.016473086550831795,0.009256076999008656,0.019603125751018524,0.020323486998677254,0.037633538246154785
0,6,0.058707188814878464,0.006021891720592976,0.03657268360257149,0.02957185171544552,0.03931554779410362,0.02491246722638607,0.02216387912631035,0.056577980518341064,0.2088121473789215,0.0975702553987503,0.05589310824871063,0.4528621435165405,0.010022932663559914,0.02452731505036354,0.02434764988720417,0.04979419335722923,0.1095496341586113,0.014204336330294609,0.007145559880882502,0.019292958080768585,0.016625670716166496,0.0289778895676136
0,7,0.0284429918974638,0.0055723353289067745,0.06740279495716095,0.04929963871836662,0.061373140662908554,0.036626216024160385,0.03805785998702049,0.0829063281416893,0.24505266547203064,0.13997220993041992,0.12428469955921173,0.7508208751678467,0.011782635934650898,0.027101406827569008,0.02617187798023224,0.03290362283587456,0.08370538055896759,0.014039616100490093,0.014197226613759995,0.018584376201033592,0.015119366347789764,0.03654146566987038
0,8,0.065432108938694,0.0041137379594147205,0.03953658789396286,0.020918577909469604,0.02476610615849495,0.016000201925635338,0.017513319849967957,0.03336199000477791,0.08886148780584335,0.09249889850616455,0.08037881553173065,0.6641855239868164,0.012365493923425674,0.030108438804745674,0.04446221515536308,0.02477521263062954,0.0674753412604332,0.009824652224779129,0.00727167259901762,0.013498691841959953,0.012839596718549728,0.029828567057847977
0,9,0.10832296311855316,0.002745281206443906,0.05864289030432701,0.02827122062444687,0.022942520678043365,0.01537422463297844,0.017374778166413307,0.035966143012046814,0.1335429549217224,0.09800372272729874,0.09284090995788574,0.6301584243774414,0.013339327648282051,0.0552697479724884,0.03633219003677368,0.045137129724025726,0.057751722633838654,0.009831281378865242,0.0070140305906534195,0.012710729613900185,0.018303528428077698,0.03246141970157623
0,10,0.14750050008296967,0.003953950945287943,0.0780462995171547,0.035797324031591415,0.03580218926072121,0.01809784770011902,0.019722556695342064,0.036754973232746124,0.20072315633296967,0.09721796959638596,0.06650064885616302,0.3869572579860687,0.014335747808218002,0.009184124879539013,0.035593558102846146,0.03087535686790943,0.06581580638885498,0.011698449961841106,0.01583537459373474,0.01816517859697342,0.016552720218896866,0.0375407449901104
