epoch,Train classes accuracy,Train classes precision,Train classes recall,Validation classes accuracy,Validation classes precision,Validation classes recall,Train confidence accuracy,Train confidence precision,Train confidence recall,Validation confidence accuracy,Validation confidence precision,Validation confidence recall,Validation mse loss,Validation bounding box iou,Train mse loss,Train bounding box iou
17,0.17468821445742938,0.325698395565394,0.2736607485973407,0.17006506015338205,0.3191242668121675,0.26691386195094124,0.31601010232509696,0.4802548274770497,0.4802548274770497,0.31475520107625043,0.4788042683818155,0.4788042683818155,0.04097451276803195,0.3569325102954877,0.03973358585731774,0.33818871650422827
18,0.18009290237492606,0.3314474388720328,0.2828358208955224,0.17545875677810896,0.3252996005326232,0.27584260147913964,0.3164750459401883,0.48079156063937545,0.48079156063937545,0.3150842818037747,0.4791849255039439,0.4791849255039439,0.04056794201326873,0.3599815075330168,0.039203462967973536,0.3423256891508486
19,0.18393206043371443,0.33701970792570535,0.28821728454939527,0.17768283488313646,0.3278134728754057,0.27952555775204746,0.31659729448491153,0.4809326220114602,0.4809326220114602,0.3155444641743053,0.47971691230118196,0.47971691230118196,0.0404234293027051,0.359087406587506,0.03899025792725629,0.3417987923129903
20,0.1867631475948183,0.33485092253448806,0.2969146013871394,0.18081102194446416,0.3264311814859927,0.28841687907108465,0.3169260371569354,0.481311824984698,0.481311824984698,0.31579073616541536,0.48000145841688846,0.48000145841688846,0.03999779550604838,0.36451258015639937,0.03853847857351425,0.3471111703514327
21,0.1901286491835725,0.3401137059985021,0.3012589521296645,0.18375207604508995,0.3311680040759139,0.2921840759678597,0.3173919539557877,0.48184893342143414,0.48184893342143414,0.3159630211393422,0.4802004555808656,0.4802004555808656,0.03961402085174699,0.362839484089102,0.03810623772533091,0.3449664764768749
22,0.18803828209574355,0.3335825968728756,0.3011769038375965,0.1812651202504625,0.32353314706629416,0.29189344027499287,0.31662396108372465,0.4809633888526663,0.4809633888526663,0.3156101540381016,0.4797928217099504,0.4797928217099504,0.040177291264752814,0.36718103048161976,0.038852010344253826,0.35013568847827004
23,0.19628704503624686,0.3403233421793849,0.31683693576257316,0.1893112137757245,0.33040131940626716,0.3071550255536627,0.31768670599426646,0.48218852713483895,0.48218852713483895,0.3164957346880092,0.48081543502002183,0.48081543502002183,0.03927012018988291,0.37082444430740985,0.037728645476931194,0.354984883014816
24,0.19945103512444753,0.3479757150741859,0.3184715268389071,0.19267962982218986,0.33929443359375,0.3083878841673139,0.3180520222210685,0.4826092094379013,0.4826092094379013,0.3170439716991297,0.48144781573254314,0.48144781573254314,0.03865500703427114,0.3705758808197223,0.03704631332893392,0.3530208377142626
25,0.20266319934342178,0.3504041837401744,0.32462813335499785,0.19661051837112767,0.34208798424162834,0.31615821702432834,0.318279869858148,0.4828714708241674,0.4828714708241674,0.3169785568047125,0.4813723885888834,0.4813723885888834,0.03824046839605792,0.36463919163370506,0.036589077457186654,0.3472234884075067
26,0.2053632947791017,0.3539825811559778,0.32846962016016457,0.1995207941126134,0.3461195890980346,0.32022194143822447,0.3184567338718831,0.48307498561090917,0.48307498561090917,0.31701944258212816,0.48141953312486363,0.48141953312486363,0.03809704985248536,0.37519486210478303,0.036409167792924864,0.35857669535420844
27,0.2067174008488219,0.3553514992374094,0.3307526818773873,0.20010224948875255,0.3464943342776204,0.3213992445393332,0.3185495507472414,0.48318176676290203,0.48318176676290203,0.317142070550495,0.48156091532016215,0.48156091532016215,0.0380915949238692,0.37472164754144266,0.03639441089938314,0.35899370939592207
28,0.20939055122408318,0.3634698292879365,0.3306326495431822,0.20253250500729877,0.3555211250819379,0.3200300396953117,0.31865338728083825,0.4833012076629558,0.4833012076629558,0.31724014122434324,0.481673965583035,0.481673965583035,0.037739409432103126,0.3771439295764896,0.035922062920177314,0.361532765151377
29,0.21000180864532464,0.36842773282563857,0.32812411688238285,0.2024612672475167,0.3586571377094469,0.3173557232437028,0.31890290736677673,0.4835881482792005,0.4835881482792005,0.3172891659984921,0.48173047222777404,0.48173047222777404,0.037596855926610946,0.38007728562458065,0.03572276909580402,0.365234155348535
