epoch,Validation Confidence,Validation Bounding box,Validation Classes,Validation accuracy,Train Confidence,Train Bounding box,Train Classes,Train accuracy
14,0.2675683696782216,0.037739973032070946,2.1900890835126243,0.176,0.2719215510585228,0.03839454074789371,2.1635633922424637,0.18140264
15,0.2656044647792975,0.03783589557884261,2.187050067702929,0.16625,0.26955796793854536,0.03849144648181416,2.160452410453508,0.16911764
16,0.2608442553388886,0.03785794798610732,2.181916498462359,0.172,0.26436024541113556,0.03850040948331481,2.1555174158400847,0.17705324
17,0.2583752875154217,0.037908392787755776,2.177012113928795,0.16566667,0.26084445742498924,0.038513093932430034,2.151194066560569,0.1675092
18,0.2553014416613926,0.0378741007054535,2.1724143905440965,0.16533333,0.25686126258693825,0.038453200096342746,2.146852258874589,0.17030758
19,0.2535382490561654,0.037698394934181124,2.168508405903975,0.16775,0.2547026353911692,0.038212198677997126,2.143772035586734,0.17120208
20,0.2524226931114681,0.03755707439749191,2.1645462297002473,0.16816667,0.25313113801995246,0.0380727035979576,2.1402737478248213,0.17466518
21,0.24908382103343804,0.037548480360303074,2.160308417379856,0.16825,0.24917036229196718,0.03806718426733082,2.135960916511151,0.17471442
22,0.24895124013054495,0.03742734613657619,2.156353458126386,0.16883333,0.24855097852835134,0.03796554752038557,2.1322237919358646,0.17417279
23,0.24813041512994097,0.037251267610893896,2.1514491968154905,0.17425,0.24747513438097568,0.0377828734848617,2.12799188745122,0.17874376
24,0.24713165676919743,0.03714972575691839,2.1481547613739966,0.17791666,0.24591493578392917,0.03763949249268455,2.1237408801788042,0.18279773
25,0.24726957318295414,0.03702624615747482,2.143801213860512,0.17433333,0.2459455905090861,0.03752857261188641,2.1187225727974868,0.18049173
26,0.24627887929836287,0.037022550716375315,2.1401400458017985,0.17916666,0.24448091342669576,0.03747400344826845,2.1152409385232365,0.18626904
27,0.24428732476290316,0.036788804744835944,2.13157633454601,0.17875,0.2423962068845745,0.037257015223794876,2.1071283559338387,0.18671219
28,0.24503698932643359,0.03681630808891108,2.129834706683954,0.17783333,0.2430313220795463,0.03728285807912715,2.1051646107886017,0.18480009
29,0.24389521159324795,0.03668002174111704,2.12152445401748,0.18275,0.24212167383868152,0.03715966474421385,2.0977197775319847,0.19102055
30,0.241384765386271,0.036579389239506176,2.114787161876758,0.18325,0.23947200870939664,0.0370576575265399,2.0903889486769667,0.1912175
31,0.23943789589684455,0.03650910392558823,2.10663610569636,0.19208333,0.23771823513783327,0.03702266509214244,2.0820767821884956,0.20021993
32,0.23484828333727395,0.03661058698159953,2.0974876065353554,0.19566667,0.23344493118905218,0.03717447886587817,2.0714201929689455,0.20390461
33,0.23181972621482175,0.03652307966863737,2.089796755671501,0.206,0.23031131522495205,0.03710581291419994,2.063159722240031,0.215689
34,0.2309232123447582,0.036571821094490586,2.069608934332927,0.2125,0.23060211808491154,0.03721737304796316,2.044833275199938,0.22183561
35,0.22955309153185227,0.036596993346543365,2.0520962594946224,0.19991666,0.22969800399757234,0.037289663675796836,2.032105903164679,0.21046974
36,0.22939088443437747,0.036618001552764325,2.034598829229673,0.2015,0.22998155991570288,0.037328006218367515,2.017791234645523,0.21188945
37,0.2285802092620482,0.03650156774604693,2.01637074303627,0.20841667,0.22974607065132185,0.037238449754365605,2.0031399298615815,0.2164604
38,0.22324985337723047,0.03628291276935488,2.0000667568544546,0.20383333,0.22470943722091302,0.03697264330665104,1.990800402995919,0.20770417
39,0.2207209554458192,0.03614391505749275,1.986650359362364,0.2055,0.22267335138338454,0.03683472501051401,1.9788983664592774,0.20973936
40,0.21882592797791586,0.03602273956981177,1.9724707633256913,0.20683333,0.2208749855234593,0.03669604549121832,1.967567047151197,0.21088827
41,0.2189486993861695,0.03592071490641684,1.9576309610058864,0.20833333,0.22168230603472525,0.0366076216641657,1.9545012539675255,0.21200433
42,0.21484117559172833,0.03586248990955452,1.9431086468249559,0.20975,0.21789544216599785,0.03651728455619026,1.9413494740714545,0.21340764
43,0.21503916473546997,0.03575574870485192,1.9301666963150104,0.20775,0.21794288971719622,0.03643082148794617,1.9302266057298965,0.2120946
44,0.21306112739203187,0.03566875537422796,1.9183177047272524,0.20908333,0.21611353617255427,0.036340851058886084,1.9186109066510402,0.2158039
45,0.21567849807064826,0.035587886365596205,1.9038444190795223,0.2115,0.21878258946563015,0.03630715296329821,1.9048071205615997,0.21917674
46,0.21143869906283605,0.03547168650183206,1.8909909051855405,0.21808334,0.21437348716524468,0.03622002501682449,1.8917894473596781,0.22751445
47,0.20887315471998105,0.03540825885705029,1.8825392752811312,0.21625,0.2119112332985431,0.03615410085141409,1.8846781554342318,0.2236164
48,0.2061512790551254,0.03538173298103114,1.8704108904848495,0.22166666,0.20893701838971185,0.03616488321504297,1.8724847939334999,0.22629169
49,0.20637885154030908,0.03540921360440552,1.8477065223219493,0.22841667,0.20965408911036343,0.036219107765829615,1.8509768908765136,0.23137145
