epoch,Validation Confidence,Validation Bounding box,Validation Classes,Validation accuracy,Train Confidence,Train Bounding box,Train Classes,Train accuracy
0,0.31328480962788063,0.048533235584075254,2.2257542459567388,0.30916667,0.31695857008590417,0.049343363225397445,2.206716480375338,0.30774027
1,0.30462617945174375,0.04275002146543314,2.2167465212345125,0.30308333,0.3085167204820308,0.04350037766354425,2.195645412978004,0.30324316
2,0.30309967931360005,0.04084714014207323,2.2141223513285317,0.2635,0.3074847009940809,0.041707527945052926,2.1905035892454516,0.26494387
3,0.3061595436433951,0.04057090053024391,2.2136444114049274,0.22591667,0.3111157969516866,0.04142076793682425,2.1885600525791906,0.23034565
4,0.30139660976827143,0.039596447142617154,2.21191346959273,0.21125,0.30600550542233373,0.040411641883875145,2.186734424418762,0.21536076
5,0.2975792642682791,0.03930039404891431,2.2111052543322245,0.20266667,0.30221142150273844,0.04010503806032929,2.1855906949323765,0.20753184
6,0.29097889620065687,0.03830336607713252,2.2087613028685253,0.19791667,0.2951175255873123,0.03901296387575254,2.1842765938334106,0.20118009
7,0.28812171567976474,0.037997678555703414,2.207009814421336,0.1995,0.29250450632652314,0.03868529757782191,2.1827481053456537,0.20297728
8,0.2856079532007376,0.03780725685336317,2.2052837041616438,0.19408333,0.29002337451992916,0.03846092133962808,2.181421236831601,0.1986443
9,0.2845445365048945,0.0377678320837828,2.203496377666791,0.18891667,0.28956627382450745,0.038468843916853686,2.1781684225346862,0.19328551
10,0.28031534639000893,0.03775316802660624,2.2019244214296343,0.17591667,0.28536301134388986,0.038455382740798114,2.176263695504485,0.18129596
11,0.2797513889024655,0.03770564229864006,2.1999307700395585,0.17216666,0.28517702606921436,0.03841448399950476,2.1735081657642077,0.17758666
12,0.27621586634467044,0.03765325633529574,2.197213072260221,0.178,0.2814309045421977,0.03833806832876651,2.170902642382293,0.18424205
13,0.2729131483007222,0.037662605869428566,2.193935619910558,0.179,0.27789175873544036,0.038309822395099564,2.1678376302999607,0.18383995
