epoch,batch,encoded.0.weight,encoded.3.weight,encoded.6.weight,confidence.0.weight,confidence.3.weight,confidence.6.weight,bounding_box.0.weight,bounding_box.3.weight,bounding_box.6.weight,classes.0.weight,classes.3.weight,classes.6.weight
0,0,0.10956600308418274,0.053081706166267395,0.0544862374663353,0.016160013154149055,0.004569649696350098,0.04538756236433983,0.2424679547548294,0.11385568231344223,0.10420487076044083,0.03457536920905113,0.028802432119846344,0.04332549124956131
0,1,0.05858923867344856,0.02595280483365059,0.02578265778720379,0.008717094548046589,0.0028953785076737404,0.02868570387363434,0.09779821336269379,0.043656013906002045,0.059236980974674225,0.022934453561902046,0.021068058907985687,0.030521884560585022
0,2,0.02697913534939289,0.011657636612653732,0.00967431254684925,0.006027058698236942,0.0018435749225318432,0.016758952289819717,0.024276336655020714,0.0127642173320055,0.025106281042099,0.01273145992308855,0.01105012372136116,0.015605412423610687
0,3,0.019790610298514366,0.010344525799155235,0.007820073515176773,0.004117704462260008,0.0015211901627480984,0.012460027821362019,0.010823549702763557,0.007424086332321167,0.016733068972826004,0.011772025376558304,0.011516510508954525,0.016649406403303146
0,4,0.01504586637020111,0.005761938635259867,0.004438924603164196,0.003489375114440918,0.001129638054408133,0.009244667366147041,0.00384278642013669,0.004642594140022993,0.01155234593898058,0.004918322432786226,0.005720925983041525,0.009146621450781822
0,5,0.008146784268319607,0.004117763601243496,0.0037035515997558832,0.0032018038909882307,0.0010740531142801046,0.008788064122200012,0.003447083057835698,0.0038391193374991417,0.01000233180820942,0.004212928470224142,0.004301821812987328,0.006020533386617899
0,6,0.007524534128606319,0.0029822811484336853,0.0025839980226010084,0.0023193645756691694,0.0007037689792923629,0.006177904549986124,0.0032668793573975563,0.003228097455576062,0.008202765136957169,0.002679937519133091,0.002452083397656679,0.004798146430402994
0,7,0.005775114055722952,0.0023102753330022097,0.002149638719856739,0.0017876815982162952,0.0005260919569991529,0.007651214022189379,0.0038073654286563396,0.002683900995180011,0.007466423790901899,0.0026036384515464306,0.002702516270801425,0.004282492678612471
0,8,0.006941834930330515,0.002299105515703559,0.002549267141148448,0.0023833259474486113,0.0005827178247272968,0.004580583889037371,0.003003769787028432,0.002293628640472889,0.006934189237654209,0.0024985261261463165,0.0026277995202690363,0.005066253244876862
0,9,0.003736155340448022,0.001626121811568737,0.0015742615796625614,0.0019458846654742956,0.00047807508963160217,0.0035674290265887976,0.00323661882430315,0.001951765501871705,0.006656699348241091,0.0014917593216523528,0.0014723400818184018,0.002891471143811941
0,10,0.004294687416404486,0.0016272083157673478,0.0017349898116663098,0.0018531488021835685,0.0004469454288482666,0.00546624418348074,0.0031318936962634325,0.001956499880179763,0.00692109577357769,0.0018222787184640765,0.0016339709982275963,0.003302035853266716
0,11,0.002637665718793869,0.0016799538861960173,0.0016270957421511412,0.0016458433819934726,0.00041245436295866966,0.004078786354511976,0.003028945764526725,0.0017646830528974533,0.006610573269426823,0.001574849826283753,0.0013816073769703507,0.002465412486344576
0,12,0.00374006200581789,0.0016088428674265742,0.0014030708698555827,0.0015107986982911825,0.00041365859215147793,0.004177352413535118,0.0030517892446368933,0.0016393173718824983,0.006629005074501038,0.0010477970354259014,0.0009401807910762727,0.0014875533524900675
0,13,0.003989506047219038,0.0012763721169903874,0.0014182970626279712,0.0016886749072000384,0.0004109096771571785,0.005067017395049334,0.0026848712004721165,0.001736961305141449,0.006803465075790882,0.0013501474168151617,0.0012195403687655926,0.001992675941437483
0,14,0.0032438377384096384,0.0009566778317093849,0.001075970591045916,0.0014504189603030682,0.00036535432445816696,0.003845887491479516,0.002498165937140584,0.0014311199774965644,0.00644392054527998,0.0010846082586795092,0.0009894047398120165,0.002188898390159011
