epoch,Train classes accuracy,Train classes precision,Train classes recall,Validation classes accuracy,Validation classes precision,Validation classes recall,Train confidence accuracy,Train confidence precision,Train confidence recall,Validation confidence accuracy,Validation confidence precision,Validation confidence recall,Validation confidence loss,Validation bounding box loss,Validation classes loss,Validation bounding box iou,Train confidence loss,Train bounding box loss,Train classes loss,Train bounding box iou
0,0.11043438290048264,0.24157868275515335,0.16904133685136324,0.09653179190751444,0.2111251580278129,0.15099457504520797,0.3042902542372881,0.4665989847715736,0.4665989847715736,0.3032514930325149,0.4653767820773931,0.4653767820773931,2.64145183864094,2.1262505531311033,2.28982326961699,0.03142568550934638,2.5967144147459282,2.1362461124558045,2.2664451512945702,0.028192238904625536
1,0.12376402621930896,0.30010775862068967,0.1739809464313603,0.11666666666666667,0.28610354223433243,0.164576802507837,0.30452048447944935,0.46686960933536276,0.46686960933536276,0.30359807660421156,0.465784787585856,0.465784787585856,2.4641673757916407,1.8738228631019593,2.264355128833226,0.11188330230591376,2.445538990468864,1.9084200026041054,2.2156047763594664,0.09542275884424348
2,0.12390847794849122,0.2884714359238291,0.1784463546641197,0.1170973062122045,0.27698309492847856,0.16864608076009502,0.30475056239248377,0.46713995943204867,0.46713995943204867,0.3039443155452436,0.46619217081850534,0.46619217081850534,2.4064191859109063,1.727860876378559,2.256018792561122,0.16875975640972943,2.377373066293188,1.8009792652474828,2.1937457710863595,0.139135173017002
3,0.12840595697738555,0.30108639420589756,0.18293257897218293,0.1165644171779141,0.2812920592193809,0.16600476568705322,0.305049436195893,0.46749100491562356,0.46749100491562356,0.30382894082545997,0.4660564454614798,0.4660564454614798,2.385795669555664,1.7586784406503042,2.252879839170547,0.1577302012404072,2.3169463212231554,1.815615154174437,2.1793888505682886,0.1311508395585669
4,0.12823050698339383,0.2857843137254902,0.18870367373361385,0.12092766427388184,0.27375,0.17804878048780487,0.30560052866347265,0.46813787518347927,0.46813787518347927,0.30417495029821073,0.46646341463414637,0.46646341463414637,2.3425147287050883,1.7428012274844307,2.244413463274638,0.1658723253656977,2.2696569655314986,1.798524902527591,2.1696884316134164,0.1378825740462326
5,0.13308444054024376,0.29261226460647033,0.19621175327829043,0.11971046770601336,0.27388535031847133,0.17536704730831973,0.30612783940834654,0.4687563195146613,0.4687563195146613,0.3039443155452436,0.46619217081850534,0.46619217081850534,2.3174888266835896,1.7160615251745497,2.2361157694317044,0.177900010825667,2.2305669770183334,1.7679338799901756,2.163041969379747,0.15300629584186048
6,0.1296705726287862,0.28827721798967804,0.19073170731707317,0.11292134831460675,0.25868725868725867,0.1669435215946844,0.30612783940834654,0.4687563195146613,0.4687563195146613,0.30417495029821073,0.46646341463414637,0.46646341463414637,2.269334882781619,1.6566941043876466,2.2429350575946625,0.20697939960197323,2.176907072584313,1.7180829206144954,2.159427730433912,0.1764673999993198
7,0.1339178082191781,0.2964580300824842,0.19630522088353414,0.11310190369540873,0.25997425997426,0.16680429397192403,0.30617365467150875,0.46881002931958343,0.46881002931958343,0.3039443155452436,0.46619217081850534,0.46619217081850534,2.2570175799869356,1.6676002144245874,2.2414495697475614,0.20084577775937285,2.1365876348621873,1.725243307021727,2.148127926401345,0.17377677497016378
8,0.13282961016206746,0.30912334352701326,0.18891138451954526,0.11359820928931169,0.27358490566037735,0.16266025641025642,0.30564641358575345,0.4681917101067868,0.4681917101067868,0.30313588850174217,0.46524064171123,0.46524064171123,2.3779283630280266,1.651001875031562,2.252824637322199,0.20639557364795888,2.2742370194699393,1.7116342222834209,2.148367169391678,0.17717372536300177
9,0.1318549268079528,0.29324586977648204,0.1932746196957566,0.11444444444444445,0.2601010101010101,0.1696869851729819,0.3067000956685251,0.46942691239585965,0.46942691239585965,0.30429021036938875,0.4665989331978664,0.4665989331978664,2.189913596141906,1.6337965458915347,2.24628359635671,0.2113160233964057,2.0590753411672202,1.6933703465634082,2.141861474657633,0.18292646092104625
