epoch,Validation Confidence,Validation Bounding box,Validation Classes,Validation accuracy,Train Confidence,Train Bounding box,Train Classes,Train accuracy
0,0.31156944766640665,0.08259725810959935,2.22573371976614,0.55375,0.3140522036701441,0.08242072770372033,2.2284720316529274,0.55407715
1,0.30118847250938413,0.07908576084300875,2.2140927389264107,0.55375,0.3035161904990673,0.07891959231346846,2.2143134027719498,0.55407715
2,0.2986453904211521,0.07907741147093475,2.2045904982089994,0.55375,0.300932037178427,0.07890700083225965,2.2010129764676094,0.55407715
3,0.30067028567194937,0.07905181050300598,2.1860095399618147,0.55375,0.30287028942257166,0.07888004230335355,2.1856636106967926,0.55407715
4,0.30209329128265383,0.07904696823097765,2.1838451117277144,0.51625,0.30469027580693364,0.0788750268984586,2.184447467327118,0.5131836
5,0.30691813215613367,0.07904646001756191,2.183744345009327,0.55375,0.3098666504956782,0.07887452398426831,2.1845261976122856,0.55407715
6,0.3097491963207722,0.07904649290256202,2.181895902454853,0.55375,0.31280638836324215,0.0788745665922761,2.183844566345215,0.55407715
7,0.30369350388646127,0.07904651943594217,2.181561988592148,0.55375,0.3064254345372319,0.07887459476478398,2.183018319308758,0.55407715
8,0.3079813209176063,0.07904652385041118,2.182654722332954,0.55375,0.3109532790258527,0.07887459802441299,2.183097593486309,0.55407715
9,0.3083896544575691,0.07904652491211892,2.1832964226603506,0.55375,0.31134916190057993,0.07887459825724363,2.1835959628224373,0.55407715
10,0.30763843581080436,0.07904652407392859,2.183417971432209,0.534375,0.31052671978250146,0.07887459918856621,2.1840240210294724,0.53637695
11,0.30276590690016747,0.07904652402736247,2.182707977592945,0.534375,0.3053811965510249,0.07887459639459848,2.1838036105036736,0.53637695
12,0.3015205861628056,0.07904652401804924,2.1812346595525742,0.534375,0.3040176769718528,0.07887459616176784,2.1835364773869514,0.53637695
13,0.2979006084799767,0.07904652402736247,2.181466821432114,0.55375,0.30011986661702394,0.07887459639459848,2.1842183619737625,0.55407715
14,0.299455328322947,0.07904652401804924,2.1811106476187705,0.55375,0.3016602317802608,0.07887459616176784,2.1819037050008774,0.55407715
15,0.30302336407825353,0.07904652402736247,2.1814435771107674,0.55375,0.30552049400284886,0.07887459639459848,2.1846298277378082,0.55407715
16,0.30384265407919886,0.07904652401804924,2.181216525733471,0.55375,0.3059758576564491,0.07887459616176784,2.1832908019423485,0.55407715
17,0.30436938475817443,0.07904652402736247,2.1823340690135957,0.55375,0.30658594984561205,0.07887459639459848,2.1845970526337624,0.55407715
18,0.3041594033688307,0.07904652401804924,2.180536000430584,0.55375,0.30652668233960867,0.07887459616176784,2.1816299110651016,0.55407715
19,0.3053173791244626,0.07904652402736247,2.1805272856354714,0.55375,0.30767736909911036,0.07887459639459848,2.182232640683651,0.55407715
