epoch,batch,encoded.0.weight,encoded.3.weight,encoded.6.weight,confidence.0.weight,confidence.3.weight,confidence.6.weight,bounding_box.0.weight,bounding_box.3.weight,bounding_box.6.weight,classes.0.weight,classes.3.weight,classes.6.weight
0,0,0.00011327761603752151,7.115246262401342e-05,6.98125222697854e-05,0.00020424598187673837,0.0001290135842282325,0.002562218811362982,0.00014037237269803882,0.00016202496772166342,0.0023550735786557198,7.254908268805593e-05,0.00015997776063159108,0.0008697084267623723
0,1,0.0001003011129796505,4.955403710482642e-05,5.32371923327446e-05,0.00013744838361162692,8.370211435249075e-05,0.0021939114667475224,0.00013498308544512838,0.00013819345622323453,0.001985574373975396,6.744074926245958e-05,0.00016103839152492583,0.0008453894406557083
0,2,8.082865679170936e-05,3.861086588585749e-05,4.410709152580239e-05,0.00011934539361391217,6.606375245610252e-05,0.0021010073833167553,0.00012139661703258753,0.00012081314343959093,0.0016866709338501096,5.857530777575448e-05,0.00013226320152170956,0.000729820691049099
0,3,4.691973663284443e-05,2.6302459446014836e-05,3.7598896597046405e-05,8.920222171582282e-05,4.774580156663433e-05,0.00177599280141294,9.280223457608372e-05,0.00011320949124637991,0.0013306617038324475,5.9573547332547605e-05,0.0001327933423453942,0.0006973571726121008
0,4,3.9796192140784115e-05,2.2101514332462102e-05,2.778602902253624e-05,5.3979656513547525e-05,3.4054755815304816e-05,0.0014608766650781035,8.253262785729021e-05,9.627304098103195e-05,0.001024656929075718,4.656997407437302e-05,0.00010798175208037719,0.0005733477883040905
0,5,3.277554060332477e-05,2.3402557417284697e-05,2.9782728233840317e-05,7.178967643994838e-05,3.8967744330875576e-05,0.0017534971702843904,8.048750896705315e-05,0.00010276182001689449,0.0009432100923731923,4.8409845476271585e-05,0.0001023409713525325,0.0005833186442032456
0,6,2.4687989935046062e-05,1.501663246017415e-05,2.284062429680489e-05,5.681008769897744e-05,3.005059807037469e-05,0.0014477269724011421,2.8446869691833854e-05,2.3628759663552046e-05,0.000766766956076026,4.340185842011124e-05,0.0001016134483506903,0.0005390637088567019
0,7,1.8554890630184673e-05,1.4432102943828795e-05,2.0831186702707782e-05,5.469241659739055e-05,3.048743565159384e-05,0.0014777467586100101,2.9098553568474017e-05,1.8778053345158696e-05,0.0007058344781398773,4.4446740503190085e-05,9.243463136954233e-05,0.0005112107028253376
0,8,2.5869181627058424e-05,1.700024222373031e-05,2.075386328215245e-05,4.4016782339895144e-05,2.8271975679672323e-05,0.0013564897235482931,2.365252839808818e-05,1.9358369172550738e-05,0.0006453054375015199,4.094711766811088e-05,9.158291504718363e-05,0.0004795676504727453
0,9,2.6720028472482227e-05,1.642499591980595e-05,1.892312320705969e-05,4.213571082800627e-05,2.6478957806830294e-05,0.0012397628743201494,2.6023344616987742e-05,1.8703241948969662e-05,0.0006020918372087181,3.973265120293945e-05,8.66261325427331e-05,0.00041821281774900854
0,10,2.5803314201766625e-05,1.6848640370881185e-05,1.959159089892637e-05,4.1209634218830615e-05,2.411940113233868e-05,0.0011326164240017533,1.5673893358325586e-05,1.3461934941005893e-05,0.0005270327674224973,3.768478927668184e-05,8.440230158157647e-05,0.000414608686696738
0,11,2.820464396791067e-05,1.7173189917230047e-05,1.6500165656907484e-05,4.1772203985601664e-05,2.2272588466876186e-05,0.0009978594025596976,1.7460151866544038e-05,1.5865929526626132e-05,0.0004674698575399816,3.1381743610836565e-05,6.294150080066174e-05,0.00034490186953917146
0,12,2.578816383902449e-05,1.5847652321099304e-05,2.0652594685088843e-05,4.7331457608379424e-05,2.6566827727947384e-05,0.0012811634223908186,1.9775701730395667e-05,2.0537338059511967e-05,0.0005203558830544353,2.750654130068142e-05,7.626057777088135e-05,0.00038027254049666226
0,13,2.9235572583274916e-05,1.4247783838072792e-05,1.8615202861838043e-05,3.6783996620215476e-05,2.0051193132530898e-05,0.0007969263242557645,1.649302794248797e-05,1.4458477380685508e-05,0.00039863851270638406,2.8035216018906794e-05,6.7806729930453e-05,0.0003219244536012411
0,14,2.0301678887335584e-05,1.3879364814783912e-05,1.6381125533371232e-05,4.774265471496619e-05,2.743157347140368e-05,0.0012814495712518692,2.11738733923994e-05,1.6617435903754085e-05,0.00046181632205843925,3.0149427402648143e-05,7.42438860470429e-05,0.0003770325565710664
0,15,3.3188469387823716e-05,1.354856703983387e-05,1.7003352695610374e-05,3.6423436540644616e-05,2.186200254072901e-05,0.0009438386186957359,1.1712866580637638e-05,1.2007545592496172e-05,0.0003718402294907719,2.6058209186885506e-05,5.56711274839472e-05,0.00027257061447016895
0,16,4.668473047786392e-05,1.9837883883155882e-05,2.232390033896081e-05,3.6932629882358015e-05,2.1764897610410117e-05,0.0007889033295214176,1.644785334065091e-05,1.3319012396095786e-05,0.00033182092010974884,2.7971109375357628e-05,6.530732207465917e-05,0.00030555311241187155
0,17,3.562427082215436e-05,1.9120136130368337e-05,1.9378414435777813e-05,3.6436133086681366e-05,2.2627516955253668e-05,0.0008205301128327847,1.3097755072521977e-05,1.3825103451381437e-05,0.000309821218252182,2.3536662411061116e-05,5.4861528042238206e-05,0.0002803733805194497
0,18,2.9620299756061286e-05,1.611849438631907e-05,1.6660440451232716e-05,3.701530658872798e-05,1.9739985873457044e-05,0.0005593254463747144,1.479105503676692e-05,1.3102075172355399e-05,0.00026238313876092434,1.7651584130362608e-05,4.613050987245515e-05,0.00027629727264866233
0,19,2.658970515767578e-05,1.4286511031968985e-05,1.3769966244581155e-05,3.0207687814254314e-05,2.1548081349465065e-05,0.0007477588951587677,1.1910455214092508e-05,9.95094706013333e-06,0.00028352049412205815,1.4777788237552159e-05,3.946661308873445e-05,0.0002425511775072664
0,20,2.7301777663524263e-05,1.899654307635501e-05,1.9168022845406085e-05,4.213449210510589e-05,2.888987546612043e-05,0.0010210017208009958,1.5784746210556477e-05,1.4752133211004548e-05,0.0003155841841362417,2.450598003633786e-05,5.305478771333583e-05,0.000292872340651229
0,21,4.5733504521194845e-05,2.3329019313678145e-05,2.1895610188948922e-05,4.339910447015427e-05,2.255408253404312e-05,0.0006038096616975963,1.5463314412045293e-05,1.3295667486090679e-05,0.00022165683913044631,2.2781172447139397e-05,3.6932779039489105e-05,0.00023030275769997388
0,22,2.87919301626971e-05,1.4876894965709653e-05,1.5497327694902197e-05,3.828130502370186e-05,2.2024156351108104e-05,0.0005763982189819217,1.2038748536724597e-05,1.0561582712398376e-05,0.00019882703782059252,1.3937113180872984e-05,3.1722553103463724e-05,0.0001985511917155236
