epoch,Train classes accuracy,Train classes precision,Train classes recall,Validation classes accuracy,Validation classes precision,Validation classes recall,Train confidence accuracy,Train confidence precision,Train confidence recall,Validation confidence accuracy,Validation confidence precision,Validation confidence recall,Validation confidence loss,Validation bounding box loss,Validation classes loss,Validation bounding box iou,Train confidence loss,Train bounding box loss,Train classes loss,Train bounding box iou
0,0.09642857142857143,0.19731258840169733,0.15867298578199052,0.09143185738930419,0.18772136953955135,0.15128449096098953,0.3023734439834025,0.46434215221491565,0.46434215221491565,0.3003498250874563,0.4619523443504996,0.4619523443504996,0.3632188916774023,0.09334741506902944,2.3222524502163844,0.008755075355452608,0.35458195317222413,0.08880193818764515,2.279903849923467,0.01057684253227998
1,0.11596469668193497,0.2562330288817576,0.17480633209834961,0.10449438202247191,0.2363405336721728,0.15776081424936386,0.3030674846625767,0.4651600753295669,0.4651600753295669,0.30151338766006985,0.46332737030411447,0.46332737030411447,0.32222373740304083,0.056234689457785515,2.2721692384992327,0.09278858354248638,0.3172745026917343,0.05383218645331371,2.212830837950649,0.09266176429319095
2,0.11317378662491613,0.24146981627296588,0.17560298455665452,0.10079275198187995,0.2176039119804401,0.15808170515097691,0.2968885915021746,0.4578474873594056,0.4578474873594056,0.2942362628129726,0.45468709426123083,0.45468709426123083,0.3528407949280171,0.05602554270288064,2.3065675129209247,0.1494324832998072,0.33797765262873775,0.05321220865091646,2.2277015591242226,0.14220454552805567
3,0.1252328256820423,0.2692579505300353,0.18970954356846473,0.10985915492957747,0.24344569288389514,0.16680923866552608,0.3042672228291456,0.46657190720341135,0.46657190720341135,0.3016295310941137,0.4634644864588656,0.4634644864588656,0.31342107189553126,0.048133699190137644,2.259981982140314,0.16125013220523085,0.3021166261779257,0.04638962479061391,2.1796229302165018,0.1562910987490631
4,0.12711120859837682,0.2667433831990794,0.19538098449089683,0.1154489682097044,0.24790419161676647,0.17768240343347638,0.30435933931349507,0.46668020098462165,0.46668020098462165,0.3023255813953488,0.4642857142857143,0.4642857142857143,0.30683692109017147,0.04333664140974482,2.2625328958602178,0.1673219097232712,0.29008696551423474,0.04211455240217318,2.1584032572895646,0.16057922762919621
5,0.12245354824266846,0.27126208777584926,0.18248540450375314,0.10529311326124074,0.24151436031331594,0.15731292517006804,0.29634713898282383,0.457203367942559,0.457203367942559,0.292810237413706,0.4529825475384215,0.4529825475384215,0.3887801584778797,0.06853830031784518,2.3292420129548934,0.0854270697257254,0.37443305857210274,0.06726995518947222,2.2329721278454886,0.08670230883072658
6,0.12649610189963764,0.25963488843813387,0.19787014771556166,0.10354691075514874,0.2248447204968944,0.1610320284697509,0.30209544050742204,0.4640142820709003,0.4640142820709003,0.2988313856427379,0.4601542416452442,0.4601542416452442,0.33194196762783185,0.049154983209889556,2.2896272520791916,0.18544913868397653,0.31144325524927624,0.04688700634133385,2.181172110948218,0.17948308335729393
7,0.12300407444114084,0.2530584503851382,0.19311894882434302,0.09819872167344568,0.21046077210460773,0.15547378104875806,0.30235028548665516,0.46431484502446985,0.46431484502446985,0.2994161801501251,0.46084724005134786,0.46084724005134786,0.33663575643230054,0.04587043797774684,2.2925772444407144,0.13325490001722107,0.31779639647308605,0.04437284427414458,2.180440229105662,0.13308836160654045
8,0.1363344739093242,0.26359313624147196,0.22020725388601037,0.1080316742081448,0.21954022988505748,0.1753902662993572,0.305049436195893,0.46749100491562356,0.46749100491562356,0.30336705921379997,0.46551285314329344,0.46551285314329344,0.31198463604918547,0.041899181218108254,2.278799669401986,0.16336138135792377,0.2873867026653634,0.03999584823487753,2.1323400750217667,0.154024291110326
9,0.13266716275114276,0.2618548048678137,0.2119205298013245,0.10647887323943662,0.2179930795847751,0.1722880583409298,0.305049436195893,0.46749100491562356,0.46749100491562356,0.30220966938029575,0.46414901760653227,0.46414901760653227,0.3162661732484897,0.04249318423148777,2.2896142950512113,0.15255202037637078,0.2909950951495803,0.039892320532396615,2.1280342986784784,0.14853311886629425
