epoch,Train classes accuracy,Train classes precision,Train classes recall,Validation classes accuracy,Validation classes precision,Validation classes recall,Train confidence accuracy,Train confidence precision,Train confidence recall,Validation confidence accuracy,Validation confidence precision,Validation confidence recall,Validation mse loss,Validation bounding box iou,Train mse loss,Train bounding box iou
0,0.06824548001018589,0.10687936191425723,0.15881481481481483,0.07270486752926679,0.11423039690222653,0.16666666666666666,0.2587994639204345,0.4111845791774067,0.4111845791774067,0.2551870899095584,0.40661203729867196,0.40661203729867196,0.12045991956478073,7.639795252110898e-05,0.11709255482777055,0.00010118440177503072
1,0.07461766156882092,0.13250109505037233,0.14588859416445624,0.08014571948998178,0.14057507987220447,0.15714285714285714,0.28691639522258416,0.44589748998101664,0.44589748998101664,0.2833987374168231,0.4416378622706727,0.4416378622706727,0.0855098296772866,0.00033722036357392514,0.08300231881888516,0.0006215830956107421
2,0.09029425723777883,0.1757099976910644,0.15664882667764513,0.0794979079497908,0.15776986951364175,0.13811007268951195,0.29920971022708326,0.4606026384682511,0.4606026384682511,0.29624664879356566,0.45708376421923474,0.45708376421923474,0.07303958490490914,0.001194284100673117,0.07078773106437132,0.001881860508842966
3,0.09778812572759023,0.20329138431752178,0.15855039637599094,0.08049353701527615,0.1721105527638191,0.13135186960690318,0.3021881329481688,0.4641236167066143,0.4641236167066143,0.30023325558147285,0.4618144541260892,0.4618144541260892,0.06764612743542307,0.002701159601357566,0.06561647342091584,0.004231702076994915
4,0.09873535212901728,0.21153368133233905,0.15623278869102258,0.08775981524249422,0.19047619047619047,0.13996316758747698,0.30274377094323346,0.4647786889420873,0.4647786889420873,0.3009320905459387,0.4626407369498465,0.4626407369498465,0.06501261777821041,0.005129970989877447,0.06309640968599951,0.007964623902632618
5,0.09972267159694939,0.21489043824701196,0.15688056716960552,0.09012629161882893,0.19576059850374064,0.1431175934366454,0.3034370753372444,0.46559528047602095,0.46559528047602095,0.3013972055888224,0.46319018404907975,0.46319018404907975,0.06338253495239077,0.010143293965208744,0.061485022665506386,0.013330927386729844
6,0.10500457038391225,0.23136958710976838,0.16125636076504649,0.09298345693097547,0.2068527918781726,0.14450354609929078,0.30376014576776544,0.46597550439599533,0.46597550439599533,0.30186170212765956,0.4637385086823289,0.4637385086823289,0.06218732859407152,0.014173507812776646,0.060350787388273035,0.01822799962176661
7,0.10743519781718963,0.23917995444191345,0.16321243523316062,0.09257142857142857,0.20742637644046094,0.14323607427055704,0.3040829166528693,0.4663551876491798,0.4663551876491798,0.30220966938029575,0.46414901760653227,0.46414901760653227,0.06130225186546644,0.018943813842086543,0.05945395624422165,0.02376167471969433
8,0.10811117413499717,0.24392116713590992,0.16260023886708752,0.09550881182490051,0.21510883482714468,0.14659685863874344,0.3041520429110655,0.466436478115162,0.466436478115162,0.3026730865017433,0.4646953861840428,0.4646953861840428,0.06060882547072002,0.023101131708050768,0.05870644972625985,0.028666838734264833
9,0.10981546473451828,0.25116519937856036,0.16327217640127925,0.09739524348810873,0.2230869001297017,0.14738646101113967,0.3042441898960471,0.46654482688597826,0.46654482688597826,0.3032514930325149,0.4653767820773931,0.4653767820773931,0.05993269900480906,0.026882684781726094,0.0580168174332883,0.03366166611303048
